seed_x,seed_y
0.729698,0.178963
0.769852,0.989022
0.930811,0.540959
0.729844,0.167857
0.758092,0.133843
0.619116,0.23681
0.100892,0.386558
0.850242,0.41174
0.544276,0.743437
0.641121,0.935273
0.171533,0.441434
0.313035,0.884314
0.511563,0.440246
0.566215,0.186606
0.0292081,0.133274
0.435026,0.789556
0.720548,0.721758
0.087013,0.541973
0.487504,0.874047
0.897868,0.982281
0.10256,0.0466589
0.594067,0.0941942
0.987401,0.267074
0.335603,0.250687
0.387305,0.99707
0.0751234,0.811935
0.805617,0.402763
0.546601,0.831535
0.688456,0.53026
0.228523,0.979939
