seed_x,seed_y
0.919374,0.0123279
0.980692,0.72216
0.733188,0.336707
0.778201,0.100234
0.895413,0.306412
0.551086,0.0931817
0.363582,0.57103
0.845281,0.373294
0.412738,0.52419
0.708354,0.898277
0.0244551,0.224385
0.089674,0.890593
0.342375,0.467026
0.397579,0.259068
0.00127361,0.362179
0.489105,0.969104
0.5656,0.767908
0.418581,0.883703
0.268666,0.746391
0.905904,0.941726
0.136518,0.00662429
0.792077,0.369125
0.86109,0.17479
0.491811,0.397238
0.385278,0.889316
0.143157,0.538205
0.759755,0.747598
0.830911,0.857755
0.81169,0.63905
0.254976,0.871982
