seed_x,seed_y
0.2605,0.431604
0.439537,0.645914
0.800945,0.81524
0.664907,0.520998
0.297085,0.0993292
0.71047,0.429682
0.258506,0.138837
0.856904,0.463367
0.720911,0.95642
0.550837,0.717917
0.369039,0.732899
0.612978,0.589201
0.738758,0.404284
0.79267,0.0892981
0.0667202,0.179055
0.362404,0.54845
0.92862,0.659785
0.361741,0.0830765
0.781373,0.954288
0.887077,0.962583
0.42177,0.116348
0.328166,0.282718
0.789514,0.390998
0.125839,0.0538889
0.390028,0.85545
0.365815,0.819756
0.867203,0.0677789
0.164814,0.420758
0.522971,0.38417
0.192999,0.784786
