seed_x,seed_y
0.0957818,0.520297
0.323575,0.520107
0.70778,0.911531
0.64211,0.644973
0.135241,0.180683
0.742541,0.497392
0.382346,0.0518707
0.859242,0.481492
0.782921,0.853061
0.519142,0.641611
0.438376,0.835222
0.718276,0.485598
0.818518,0.391659
0.87217,0.0551368
0.0798895,0.286967
0.33691,0.463806
0.99724,0.638028
0.518052,0.0781947
0.88454,0.894107
0.883289,0.943464
0.533833,0.140814
0.234817,0.412328
0.720043,0.434503
0.052199,0.0182977
0.390984,0.804652
0.467866,0.690712
0.888824,0.230345
0.0307828,0.27655
0.464874,0.332882
0.180528,0.716275
