seed_x,seed_y
0.609903,0.243467
0.685516,0.912775
0.998567,0.610988
0.713264,0.25802
0.640388,0.0746765
0.64244,0.286054
0.0108268,0.32331
0.851943,0.424922
0.589374,0.818608
0.61807,0.879778
0.22196,0.51585
0.389616,0.808966
0.56957,0.431064
0.624033,0.161761
0.0387857,0.0547929
0.416484,0.727997
0.773673,0.705935
0.0301727,0.424808
0.562534,0.917815
0.895113,0.996186
0.18406,0.064452
0.526178,0.00778756
0.936877,0.298715
0.282046,0.200441
0.388001,0.963205
0.149342,0.905785
0.821341,0.284533
0.449123,0.726655
0.646205,0.492961
0.219453,0.930112
