seed_x,seed_y
0.475133,0.316034
0.590639,0.809843
0.922341,0.689771
0.694612,0.359454
0.507971,0.00811427
0.66868,0.341453
0.0971393,0.252156
0.853856,0.439751
0.64011,0.903175
0.592137,0.817346
0.278691,0.599569
0.47577,0.724199
0.634828,0.420735
0.689079,0.133811
0.0495604,0.0384426
0.395625,0.658743
0.833438,0.688134
0.158063,0.292997
0.646944,0.967054
0.892013,0.987495
0.275748,0.0844692
0.449802,0.113832
0.880037,0.33431
0.221795,0.143914
0.388783,0.921642
0.232839,0.987904
0.839031,0.151525
0.339461,0.608666
0.598672,0.450999
0.209249,0.874058
