seed_x,seed_y
0.794587,0.0795197
0.892842,0.626852
0.662609,0.26376
0.795472,0.194154
0.772805,0.368044
0.52679,0.041886
0.4574,0.636912
0.843509,0.359563
0.36576,0.445887
0.732366,0.840469
0.0307584,0.146868
0.00990207,0.812105
0.281951,0.476591
0.337352,0.284948
0.00885584,0.44393
0.50842,0.966539
0.510262,0.78439
0.536999,0.986222
0.190509,0.700799
0.908774,0.927242
0.221414,0.0251588
0.862795,0.467314
0.808461,0.141831
0.547599,0.449578
0.384554,0.850832
0.220469,0.440445
0.743375,0.870753
0.932451,0.748505
0.855702,0.677903
0.264424,0.82008
