seed_x,seed_y
0.250517,0.436979
0.432509,0.638289
0.795298,0.821076
0.663526,0.528511
0.287276,0.10426
0.712414,0.433785
0.266012,0.133566
0.857046,0.464466
0.724669,0.950156
0.548916,0.713292
0.373241,0.7391
0.619359,0.582922
0.743592,0.403519
0.797488,0.0872277
0.0675184,0.185595
0.360859,0.54332
0.933047,0.658466
0.371215,0.0733128
0.787625,0.950641
0.886847,0.961424
0.428561,0.117831
0.322508,0.290573
0.785304,0.393635
0.121376,0.0497017
0.390086,0.852371
0.372,0.811935
0.868514,0.0776313
0.156691,0.412018
0.51945,0.381061
0.192243,0.780634
