seed_x,seed_y
0.834519,0.122522
0.843646,0.908963
0.871524,0.479684
0.744351,0.0889637
0.861083,0.185613
0.598707,0.193721
0.179699,0.4419
0.848754,0.400206
0.504815,0.677663
0.661291,0.983832
0.12741,0.376319
0.246027,0.950243
0.460806,0.44828
0.515623,0.208344
0.0208278,0.201946
0.45125,0.843421
0.674063,0.735603
0.186484,0.644492
0.421853,0.83575
0.900279,0.970115
0.0312472,0.0310899
0.65347,0.176673
0.964244,0.239389
0.382465,0.294652
0.386697,0.964744
0.0101817,0.729816
0.791858,0.506214
0.631894,0.923304
0.725426,0.562897
0.236459,0.97371
