seed_x,seed_y
0.415236,0.348286
0.548471,0.764095
0.888463,0.724786
0.686323,0.404536
0.449119,0.0229059
0.680342,0.366075
0.142172,0.220532
0.854707,0.446341
0.662659,0.94076
0.580612,0.789598
0.303904,0.636777
0.51406,0.686525
0.663832,0.416144
0.717988,0.121389
0.0543492,0.0776833
0.386354,0.627964
0.860001,0.680223
0.214904,0.234415
0.684459,0.988938
0.890636,0.980543
0.316498,0.0933657
0.415857,0.160963
0.854775,0.35013
0.195017,0.11879
0.38913,0.90317
0.269948,0.940979
0.846893,0.09241
0.290723,0.556226
0.577546,0.432349
0.204714,0.849145
