seed_x,seed_y
0.889425,0.0284539
0.959608,0.699286
0.716249,0.3192
0.782346,0.122775
0.865987,0.321203
0.545255,0.0808707
0.386098,0.586842
0.844856,0.369999
0.401463,0.505397
0.714117,0.884403
0.0118484,0.205781
0.0705287,0.871756
0.327873,0.469322
0.383124,0.26528
0.00127361,0.381799
0.493741,0.984494
0.552319,0.771864
0.447002,0.912995
0.249908,0.735449
0.906593,0.93825
0.156893,0.0110726
0.809049,0.39269
0.848459,0.16688
0.5052,0.409799
0.385104,0.88008
0.161712,0.514743
0.755824,0.777155
0.855281,0.831535
0.822253,0.648374
0.257244,0.859525
