seed_x,seed_y
0.964297,0.0526429
0.93501,0.809843
0.798121,0.403818
0.762312,0.0138275
0.988595,0.24971
0.573439,0.140374
0.27727,0.510418
0.846911,0.385926
0.455958,0.596228
0.686263,0.951459
0.0727808,0.295701
0.163064,0.962801
0.397965,0.458227
0.452987,0.235259
0.0104521,0.286967
0.471336,0.91011
0.616511,0.752744
0.309638,0.771421
0.34057,0.788335
0.903263,0.955051
0.058414,0.011814
0.727017,0.27879
0.909509,0.205112
0.440485,0.349086
0.385944,0.924721
0.0720309,0.628145
0.774824,0.634295
0.737495,0.958264
0.771199,0.603305
0.246284,0.919732
