seed_x,seed_y
0.709732,0.12521
0.833104,0.562043
0.614615,0.214156
0.807216,0.25802
0.689431,0.409953
0.510268,0.0070049
0.521196,0.681713
0.842305,0.350227
0.333814,0.392641
0.748694,0.80116
0.0664774,0.0941566
0.0450017,0.758734
0.240862,0.483094
0.296398,0.302546
0.01564,0.499521
0.521554,0.922935
0.472631,0.795598
0.617523,0.903231
0.137363,0.669797
0.910725,0.917393
0.279144,0.0377623
0.910883,0.534083
0.772673,0.119419
0.585535,0.485168
0.384061,0.824663
0.273041,0.373967
0.732238,0.954498
0.993375,0.674216
0.88563,0.704323
0.270849,0.784786
