seed_x,seed_y
0.445184,0.33216
0.569555,0.786969
0.905402,0.707279
0.690467,0.381995
0.478545,0.00811427
0.674511,0.353764
0.119656,0.236344
0.854282,0.443046
0.651384,0.921967
0.586375,0.803472
0.291297,0.618173
0.494915,0.705362
0.64933,0.41844
0.703533,0.1276
0.0519548,0.0580629
0.390989,0.643353
0.846719,0.684179
0.186484,0.263706
0.665701,0.977996
0.891324,0.984019
0.296123,0.0889175
0.432829,0.137397
0.867406,0.34222
0.208406,0.131352
0.388957,0.912406
0.251393,0.964441
0.842962,0.121967
0.315092,0.582446
0.588109,0.441674
0.206982,0.861601
