seed_x,seed_y
0.924366,0.00964023
0.984206,0.725972
0.736012,0.339625
0.77751,0.0964773
0.900317,0.303946
0.552058,0.0952335
0.359829,0.568395
0.845352,0.373843
0.414617,0.527322
0.707394,0.900589
0.0265562,0.227486
0.0928649,0.893732
0.344792,0.466644
0.399988,0.258033
0.00167267,0.358908
0.488333,0.966539
0.567814,0.767249
0.413845,0.878822
0.271792,0.748214
0.905789,0.942305
0.133122,0.00588291
0.789248,0.365197
0.863195,0.176108
0.489579,0.395144
0.385307,0.890855
0.140065,0.542116
0.76041,0.742671
0.82685,0.862125
0.80993,0.637495
0.254598,0.874058
