seed_x,seed_y
0.959306,0.0553306
0.931496,0.813655
0.800945,0.406736
0.761622,0.0100706
0.983691,0.247245
0.57441,0.142426
0.273517,0.507783
0.846982,0.386476
0.457837,0.599361
0.685303,0.953772
0.0748819,0.298802
0.166255,0.965941
0.400382,0.457844
0.455396,0.234224
0.0108512,0.283697
0.470564,0.907545
0.618725,0.752085
0.304901,0.766539
0.343696,0.790159
0.903149,0.955631
0.0550181,0.0125553
0.724188,0.274863
0.911615,0.206431
0.438254,0.346992
0.385973,0.92626
0.0689385,0.632055
0.775479,0.629369
0.733433,0.962634
0.769439,0.60175
0.245906,0.921808
