seed_x,seed_y
0.0259014,0.557924
0.274379,0.466735
0.668255,0.952381
0.632439,0.697568
0.0665807,0.215197
0.756147,0.526118
0.434884,0.0149761
0.860235,0.489181
0.809228,0.809212
0.505695,0.609239
0.467792,0.878631
0.762949,0.441644
0.852355,0.386303
0.905898,0.0406442
0.0854764,0.332748
0.326094,0.427897
0.96625,0.628798
0.584366,0.146541
0.928307,0.868576
0.881681,0.935353
0.581375,0.151193
0.195215,0.467314
0.690571,0.45296
0.0209577,0.0476081
0.39139,0.783101
0.511161,0.635966
0.897997,0.299312
0.0307828,0.21537
0.440227,0.311124
0.175237,0.68721
