seed_x,seed_y
0.59992,0.248843
0.678488,0.905151
0.99292,0.616824
0.711883,0.265534
0.630579,0.069746
0.644384,0.290157
0.00332142,0.318039
0.852085,0.42602
0.593132,0.824872
0.616149,0.875154
0.226163,0.522052
0.395998,0.802687
0.574404,0.430299
0.628851,0.159691
0.0395838,0.0482527
0.414939,0.722867
0.7781,0.704616
0.0396461,0.415045
0.568787,0.921462
0.894883,0.997344
0.190852,0.0659348
0.52052,0.0156427
0.932666,0.301351
0.277583,0.196254
0.388059,0.960126
0.155527,0.913606
0.822652,0.274681
0.441,0.717915
0.642684,0.489853
0.218697,0.92596
