seed_x,seed_y
0.704741,0.192402
0.752282,0.985209
0.944926,0.555549
0.72639,0.186641
0.73357,0.121517
0.623975,0.247069
0.0821285,0.373381
0.850596,0.414486
0.553671,0.759098
0.636319,0.923712
0.182039,0.456937
0.32899,0.868616
0.523647,0.438333
0.57826,0.18143
0.0312035,0.116924
0.431163,0.776732
0.731615,0.718461
0.0633295,0.517564
0.503135,0.883165
0.897294,0.985178
0.119539,0.0503658
0.579923,0.0745563
0.976875,0.273666
0.324445,0.240219
0.38745,0.992452
0.0905857,0.831487
0.808893,0.378132
0.526293,0.809685
0.679654,0.52249
0.226633,0.969558
