seed_x,seed_y
0.110756,0.512234
0.334117,0.531544
0.716249,0.902777
0.644183,0.633702
0.149955,0.173287
0.739626,0.491237
0.371088,0.0597767
0.85903,0.479844
0.777284,0.862457
0.522023,0.648548
0.432073,0.82592
0.708704,0.495016
0.811267,0.392807
0.864943,0.0582424
0.0786923,0.277157
0.339227,0.471501
0.995026,0.640006
0.503842,0.063549
0.875161,0.899578
0.883633,0.945202
0.523645,0.13859
0.243303,0.400545
0.726359,0.430548
0.0588936,0.012017
0.390897,0.80927
0.458589,0.702443
0.886859,0.215566
0.0429675,0.289659
0.470156,0.337545
0.181662,0.722503
