seed_x,seed_y
0.80457,0.138648
0.822562,0.931837
0.888463,0.497191
0.740206,0.111505
0.831657,0.170822
0.604538,0.206032
0.157183,0.426088
0.849179,0.403502
0.516089,0.696456
0.655528,0.969958
0.140017,0.394923
0.265172,0.931406
0.475308,0.445985
0.530078,0.202133
0.0232222,0.182325
0.446614,0.828031
0.687345,0.731647
0.158063,0.615201
0.44061,0.846692
0.89959,0.973591
0.0516223,0.0355381
0.636498,0.153108
0.976875,0.247299
0.369076,0.282091
0.386871,0.97398
0.0287365,0.753278
0.795789,0.476656
0.607524,0.897084
0.714864,0.553572
0.234191,0.986167
