seed_x,seed_y
0.589937,0.254218
0.67146,0.897526
0.987274,0.62266
0.710501,0.273047
0.620771,0.0648154
0.646328,0.294261
0.0108268,0.312768
0.852226,0.427118
0.596891,0.831136
0.614228,0.870529
0.230365,0.528253
0.40238,0.796408
0.579238,0.429534
0.633669,0.15762
0.0403819,0.0417126
0.413394,0.717737
0.782527,0.703298
0.0491195,0.405281
0.57504,0.92511
0.894654,0.998503
0.197643,0.0674175
0.514863,0.0234978
0.928456,0.303988
0.27312,0.192066
0.388117,0.957047
0.161712,0.921427
0.823962,0.264828
0.432877,0.709175
0.639163,0.486744
0.217941,0.921808
