seed_x,seed_y
0.889425,0.092958
0.8823,0.867028
0.840469,0.447587
0.75195,0.0476388
0.91503,0.212731
0.588016,0.171151
0.220979,0.470888
0.847974,0.394165
0.484145,0.64321
0.671856,0.986144
0.104298,0.342211
0.210927,0.984778
0.43422,0.452488
0.489123,0.219731
0.0164381,0.237916
0.459748,0.871635
0.649714,0.742855
0.238587,0.698193
0.387464,0.81569
0.901541,0.963742
0.00747634,0.0229347
0.684586,0.219877
0.941087,0.224887
0.407012,0.317682
0.386378,0.947811
0.025644,0.686801
0.784651,0.560402
0.676571,0.971374
0.744792,0.579993
0.240616,0.950873
