seed_x,seed_y
0.614894,0.176276
0.766338,0.489609
0.560975,0.158716
0.820341,0.3294
0.596249,0.456794
0.491803,0.0336786
0.592497,0.731783
0.840958,0.339791
0.298111,0.33313
0.766943,0.757226
0.106399,0.0352436
0.105628,0.699083
0.19494,0.490363
0.250625,0.322215
0.0232222,0.561653
0.536233,0.8742
0.430573,0.808124
0.707521,0.810476
0.0779635,0.635147
0.912907,0.906385
0.343665,0.0518485
0.964629,0.608708
0.732675,0.0943709
0.627935,0.524947
0.383511,0.795415
0.331797,0.299669
0.719789,0.949572
0.916205,0.591186
0.91908,0.733852
0.27803,0.74534
