seed_x,seed_y
0.869459,0.0392046
0.945552,0.684037
0.704957,0.307528
0.785109,0.137802
0.84637,0.331064
0.541367,0.0726634
0.401109,0.597383
0.844572,0.367802
0.393946,0.492869
0.717959,0.875153
0.00344388,0.193378
0.0577652,0.859198
0.318205,0.470852
0.373488,0.26942
0.00286987,0.394879
0.496831,0.994754
0.543465,0.774501
0.465948,0.932522
0.237403,0.728154
0.907052,0.935933
0.170477,0.0140381
0.820364,0.408401
0.840039,0.161607
0.514126,0.418174
0.384988,0.873922
0.174082,0.499101
0.753203,0.79686
0.871527,0.814055
0.829295,0.654591
0.258756,0.851221
