seed_x,seed_y
0.919374,0.076832
0.903384,0.844154
0.82353,0.430079
0.756095,0.0250979
0.944456,0.227523
0.582185,0.15884
0.243495,0.4867
0.847549,0.390869
0.47287,0.624417
0.677619,0.97227
0.0916908,0.323607
0.191782,0.991057
0.419718,0.454784
0.474669,0.225943
0.0140437,0.257537
0.464383,0.887025
0.636433,0.746811
0.267007,0.727484
0.368706,0.804748
0.90223,0.960266
0.0278514,0.0184864
0.701558,0.243442
0.928456,0.216977
0.420402,0.330243
0.386205,0.938575
0.0441988,0.663339
0.78072,0.589959
0.700941,0.997594
0.755355,0.589317
0.242883,0.938417
