seed_x,seed_y
0.215577,0.455793
0.407911,0.611603
0.775536,0.841501
0.65869,0.554809
0.252946,0.121517
0.719217,0.448148
0.292281,0.115119
0.857542,0.46831
0.737823,0.928232
0.542193,0.697106
0.387949,0.760805
0.641695,0.560946
0.76051,0.400841
0.814352,0.0799814
0.0703118,0.208486
0.355451,0.525365
0.948542,0.653851
0.404371,0.0391396
0.809509,0.937875
0.886044,0.957369
0.452332,0.123021
0.302707,0.318066
0.770568,0.402863
0.105756,0.0350465
0.390289,0.841596
0.393647,0.784562
0.8731,0.112115
0.12826,0.381428
0.507127,0.370182
0.189598,0.766101
