seed_x,seed_y
0.989255,0.0392046
0.95258,0.790781
0.784005,0.389229
0.765767,0.0326115
0.983691,0.262037
0.568579,0.130115
0.296033,0.523594
0.846557,0.38318
0.446562,0.580568
0.691066,0.939898
0.0622752,0.280198
0.14711,0.947104
0.38588,0.46014
0.440942,0.240435
0.00845678,0.303317
0.475199,0.922935
0.605444,0.756041
0.333321,0.79583
0.324938,0.779217
0.903837,0.952155
0.0753932,0.00810705
0.74116,0.298428
0.898983,0.19852
0.451643,0.359553
0.385799,0.917024
0.0874932,0.608593
0.771548,0.658926
0.757803,0.936414
0.780001,0.611075
0.248174,0.909351
