seed_x,seed_y
0.914383,0.0795197
0.89987,0.847966
0.826353,0.432997
0.755404,0.0288547
0.939552,0.225058
0.583157,0.160892
0.239743,0.484065
0.84762,0.391419
0.474749,0.627549
0.676659,0.974582
0.093792,0.326708
0.194973,0.994196
0.422135,0.454401
0.477078,0.224907
0.0144428,0.254267
0.463611,0.88446
0.638647,0.746152
0.262271,0.722602
0.371832,0.806571
0.902115,0.960845
0.0244556,0.0192278
0.698729,0.239514
0.930561,0.218296
0.41817,0.32815
0.386234,0.940114
0.0411063,0.667249
0.781376,0.585033
0.696879,0.993224
0.753594,0.587763
0.242505,0.940493
