seed_x,seed_y
0.959306,0.0123279
0.98772,0.752658
0.755774,0.36005
0.772675,0.0701796
0.934648,0.286689
0.558861,0.109596
0.33356,0.549948
0.845848,0.377688
0.427771,0.549247
0.70067,0.916775
0.041264,0.249191
0.115201,0.915709
0.361711,0.463966
0.416851,0.250787
0.00446613,0.336018
0.482925,0.948584
0.583308,0.762634
0.380688,0.844649
0.293676,0.76098
0.904985,0.946361
0.109352,0.00069325
0.769447,0.337704
0.877932,0.185337
0.473958,0.380489
0.385509,0.901631
0.118418,0.569489
0.764996,0.708188
0.798419,0.892714
0.797606,0.626617
0.251953,0.888591
