seed_x,seed_y
0.345355,0.385913
0.499275,0.710723
0.848938,0.765636
0.676651,0.457132
0.380458,0.0574196
0.693948,0.394801
0.19471,0.183637
0.855699,0.454031
0.688966,0.984609
0.567165,0.757226
0.33332,0.680187
0.558733,0.642572
0.697669,0.410788
0.751715,0.106896
0.0599361,0.123464
0.375538,0.592054
0.89099,0.670993
0.281217,0.166068
0.728226,0.98529
0.889028,0.972432
0.36404,0.103745
0.376254,0.215949
0.825302,0.368586
0.163775,0.0894801
0.389536,0.881619
0.313243,0.886233
0.856065,0.0234428
0.233861,0.495047
0.552899,0.410591
0.199424,0.82008
