seed_x,seed_y
0.145696,0.49342
0.358715,0.55823
0.736012,0.882352
0.649018,0.607404
0.184285,0.15603
0.732823,0.476874
0.344819,0.078224
0.858534,0.476
0.76413,0.884382
0.528746,0.664734
0.417365,0.804215
0.686368,0.516993
0.794348,0.395485
0.848079,0.0654887
0.0758988,0.254267
0.344635,0.489455
0.979532,0.644621
0.470685,0.0293759
0.853277,0.912344
0.884436,0.949258
0.499874,0.1334
0.263104,0.373052
0.741095,0.42132
0.0745142,0.00573617
0.390695,0.820045
0.436941,0.729816
0.882272,0.181082
0.0713984,0.320249
0.48248,0.348424
0.184307,0.737036
