seed_x,seed_y
0.190619,0.469231
0.390341,0.592541
0.76142,0.856091
0.655236,0.573593
0.228424,0.133843
0.724076,0.458407
0.311044,0.101942
0.857896,0.471057
0.747218,0.912571
0.537391,0.685545
0.398455,0.776308
0.65765,0.545248
0.772595,0.398928
0.826397,0.0748054
0.0723072,0.224836
0.351589,0.51254
0.95961,0.650555
0.428055,0.0147302
0.825141,0.928757
0.88547,0.954472
0.469312,0.126728
0.288563,0.337704
0.760042,0.409455
0.0945979,0.0245785
0.390434,0.833899
0.409109,0.76501
0.876376,0.136746
0.107952,0.359578
0.498324,0.362412
0.187708,0.755721
