seed_x,seed_y
0.010927,0.565987
0.263837,0.455298
0.659786,0.961135
0.630366,0.708839
0.0518676,0.222592
0.759063,0.532273
0.446142,0.00707009
0.860447,0.490829
0.814866,0.799815
0.502814,0.602302
0.474095,0.887933
0.772521,0.432226
0.859606,0.385156
0.913125,0.0375386
0.0866736,0.342558
0.323776,0.420202
0.95961,0.626821
0.598576,0.161187
0.937686,0.863105
0.881337,0.933615
0.591562,0.153417
0.186729,0.479097
0.684255,0.456915
0.0142631,0.0538889
0.391477,0.778483
0.520438,0.624234
0.899962,0.31409
0.0429675,0.20226
0.434946,0.306462
0.174104,0.680982
