seed_x,seed_y
0.520056,0.291845
0.622265,0.844154
0.94775,0.66351
0.70083,0.325643
0.55211,0.0303017
0.659934,0.322987
0.0633649,0.275874
0.853219,0.434808
0.623198,0.874986
0.600782,0.838157
0.259781,0.571663
0.447052,0.752455
0.613075,0.424178
0.667397,0.143128
0.0459688,0.00901198
0.402578,0.681828
0.813516,0.694068
0.115433,0.336934
0.618807,0.950641
0.893046,0.992709
0.245185,0.0777968
0.47526,0.0784839
0.898983,0.322445
0.241878,0.162756
0.388522,0.935496
0.205007,0.976172
0.833134,0.195861
0.376015,0.647996
0.614516,0.464986
0.21265,0.892743
