seed_x,seed_y
0.644843,0.224654
0.710114,0.939462
0.978804,0.590563
0.7181,0.231722
0.674718,0.0919334
0.635637,0.271691
0.0370959,0.341757
0.851447,0.421077
0.576221,0.796683
0.624793,0.895964
0.207253,0.494145
0.36728,0.830942
0.552651,0.433742
0.607169,0.169007
0.0359922,0.0776833
0.421892,0.745952
0.758178,0.71055
0.00648925,0.458982
0.540651,0.905049
0.895916,0.99213
0.160289,0.0592623
0.545979,0.0274254
0.951613,0.289486
0.297667,0.215096
0.387798,0.97398
0.127695,0.878412
0.816755,0.319017
0.477554,0.757245
0.658528,0.50384
0.222098,0.944645
