seed_x,seed_y
0.380295,0.3671
0.523873,0.737409
0.868701,0.745211
0.681487,0.430834
0.414789,0.0401628
0.687145,0.380438
0.168441,0.202084
0.855203,0.450186
0.675813,0.962685
0.573888,0.773412
0.318612,0.658482
0.536397,0.664549
0.68075,0.413466
0.734852,0.114143
0.0571426,0.100574
0.380946,0.610009
0.875495,0.675608
0.248061,0.200242
0.706343,0.998056
0.889832,0.976487
0.340269,0.0985554
0.396056,0.188456
0.840039,0.359358
0.179396,0.104135
0.389333,0.892395
0.291595,0.913606
0.851479,0.0579264
0.262292,0.525636
0.565223,0.42147
0.202069,0.834612
