seed_x,seed_y
0.639852,0.227341
0.7066,0.935649
0.981628,0.593481
0.717409,0.235479
0.669814,0.0894681
0.636609,0.273743
0.0333431,0.339122
0.851518,0.421626
0.5781,0.799815
0.623833,0.893652
0.209354,0.497246
0.370471,0.827803
0.555068,0.43336
0.609578,0.167972
0.0363913,0.0744132
0.421119,0.743387
0.760391,0.709891
0.00175255,0.4541
0.543777,0.906873
0.895802,0.99271
0.163685,0.0600037
0.54315,0.0234978
0.949508,0.290805
0.295435,0.213002
0.387827,0.972441
0.130788,0.882322
0.81741,0.31409
0.473492,0.752875
0.656768,0.502286
0.22172,0.942569
