seed_x,seed_y
0.764639,0.0956457
0.871758,0.603978
0.64567,0.246253
0.799617,0.216695
0.743379,0.382835
0.520958,0.029575
0.479916,0.652724
0.843084,0.356268
0.354485,0.427094
0.738129,0.826595
0.0433651,0.128264
0.00990207,0.793268
0.267449,0.478886
0.322898,0.291159
0.0112502,0.46355
0.513055,0.951149
0.49698,0.788346
0.565419,0.956931
0.171751,0.689857
0.909463,0.923766
0.241789,0.0296071
0.879767,0.49088
0.79583,0.133921
0.560988,0.462139
0.38438,0.841596
0.239024,0.416982
0.739444,0.90031
0.95682,0.722285
0.866265,0.687228
0.266692,0.807623
