seed_x,seed_y
0.22556,0.450417
0.414939,0.619227
0.781182,0.835666
0.660071,0.547295
0.262754,0.116586
0.717273,0.444045
0.284775,0.120389
0.8574,0.467212
0.734065,0.934496
0.544114,0.701731
0.383747,0.754604
0.635314,0.567225
0.755676,0.401606
0.809534,0.0820517
0.0695137,0.201946
0.356997,0.530495
0.944115,0.65517
0.394898,0.0489034
0.803257,0.941523
0.886273,0.958527
0.445541,0.121538
0.308364,0.310211
0.774778,0.400226
0.110219,0.0392337
0.390231,0.844675
0.387462,0.792383
0.87179,0.102262
0.136383,0.390168
0.510648,0.373291
0.190354,0.770254
