seed_x,seed_y
0.784604,0.149399
0.808506,0.947086
0.899756,0.508862
0.737443,0.126532
0.812039,0.160961
0.608425,0.21424
0.142172,0.415546
0.849462,0.405699
0.523606,0.708984
0.651686,0.960709
0.148421,0.407326
0.277936,0.918848
0.484976,0.444454
0.539714,0.197993
0.0248184,0.169245
0.443524,0.817771
0.696199,0.72901
0.139117,0.595674
0.453115,0.853987
0.899131,0.975908
0.0652057,0.0385037
0.625183,0.137397
0.985296,0.252573
0.36015,0.273717
0.386987,0.980137
0.0411063,0.76892
0.79841,0.456951
0.591278,0.879604
0.707822,0.547356
0.23268,0.994471
