seed_x,seed_y
0.300432,0.410102
0.467649,0.676412
0.82353,0.791897
0.670434,0.490943
0.336319,0.079607
0.702695,0.413267
0.228485,0.159919
0.856337,0.458974
0.705878,0.981477
0.558521,0.736415
0.35223,0.708093
0.587451,0.614317
0.719422,0.407345
0.773397,0.0975796
0.0635277,0.152895
0.368585,0.568969
0.910912,0.665059
0.323848,0.122132
0.756363,0.968877
0.887995,0.967218
0.394603,0.110417
0.350796,0.251297
0.806356,0.380451
0.143691,0.0706377
0.389797,0.867765
0.341075,0.851039
0.861962,0.028369
0.197307,0.455717
0.537055,0.396603
0.196022,0.801395
