seed_x,seed_y
0.684775,0.203152
0.738226,0.96996
0.956219,0.56722
0.723627,0.201668
0.713953,0.111656
0.627862,0.255276
0.0671176,0.36284
0.85088,0.416683
0.561188,0.771626
0.632477,0.914463
0.190444,0.46934
0.341753,0.856058
0.533315,0.436803
0.587896,0.177289
0.0327997,0.103844
0.428073,0.766472
0.74047,0.715824
0.0443828,0.498037
0.51564,0.89046
0.896835,0.987495
0.133122,0.0533313
0.568608,0.058846
0.968454,0.27894
0.315519,0.231845
0.387566,0.986295
0.102956,0.847129
0.811514,0.358427
0.510046,0.792205
0.672612,0.516273
0.225121,0.961254
