seed_x,seed_y
0.185628,0.471919
0.386827,0.588729
0.758597,0.859009
0.654545,0.57735
0.22352,0.136308
0.725048,0.460459
0.314797,0.0993066
0.857967,0.471606
0.749097,0.909439
0.53643,0.683232
0.400556,0.779409
0.660841,0.542109
0.775012,0.398546
0.828806,0.0737702
0.0727062,0.228106
0.350816,0.509975
0.961823,0.649896
0.432792,0.00984837
0.828267,0.926933
0.885355,0.953893
0.472708,0.127469
0.285734,0.341632
0.757937,0.410773
0.0923664,0.0224849
0.390463,0.83236
0.412202,0.761099
0.877031,0.141672
0.103891,0.355209
0.496564,0.360857
0.187331,0.753645
