seed_x,seed_y
0.819545,0.0660813
0.910412,0.645914
0.676725,0.278349
0.792018,0.17537
0.797326,0.355717
0.531649,0.0521451
0.438636,0.623736
0.843864,0.36231
0.375155,0.461548
0.727564,0.85203
0.0202528,0.162372
0.0258565,0.827803
0.294035,0.474678
0.349397,0.279772
0.00686052,0.42758
0.504557,0.979364
0.521329,0.781094
0.513315,0.981341
0.20614,0.709917
0.9082,0.930139
0.204435,0.0214519
0.848651,0.447677
0.818987,0.148423
0.536442,0.43911
0.384698,0.858529
0.205007,0.459997
0.746651,0.846122
0.912143,0.770355
0.8469,0.670132
0.262535,0.83046
