seed_x,seed_y
0.270483,0.426228
0.446565,0.653538
0.806591,0.809405
0.666289,0.513484
0.306893,0.0943987
0.708526,0.425578
0.251001,0.144107
0.856762,0.462269
0.717153,0.962685
0.552758,0.722542
0.364837,0.726697
0.606596,0.59548
0.733924,0.40505
0.787852,0.0913685
0.0659221,0.172515
0.36395,0.55358
0.924193,0.661103
0.352268,0.0928403
0.77512,0.957936
0.887306,0.963742
0.414978,0.114866
0.333823,0.274863
0.793725,0.388361
0.130302,0.0580761
0.389971,0.858529
0.35963,0.827576
0.865893,0.0579264
0.172938,0.429498
0.526492,0.387278
0.193755,0.788938
