seed_x,seed_y
0.774621,0.154774
0.801478,0.954711
0.905402,0.514698
0.736061,0.134045
0.802231,0.15603
0.610369,0.218343
0.134666,0.410276
0.849604,0.406797
0.527364,0.715248
0.649766,0.956084
0.152623,0.413527
0.284317,0.912569
0.48981,0.443689
0.544533,0.195922
0.0256166,0.162705
0.441979,0.812641
0.700626,0.727691
0.129643,0.58591
0.459368,0.857634
0.898901,0.977067
0.0719974,0.0399864
0.619525,0.129542
0.989506,0.255209
0.355687,0.269529
0.387045,0.983216
0.0472912,0.776741
0.79972,0.447099
0.583155,0.870864
0.704301,0.544248
0.231924,0.998623
