seed_x,seed_y
0.674792,0.208528
0.731198,0.962336
0.961865,0.573056
0.722245,0.209182
0.704144,0.106725
0.629806,0.25938
0.0596122,0.357569
0.851022,0.417782
0.564946,0.777891
0.630556,0.909838
0.194646,0.475541
0.348135,0.849779
0.538149,0.436038
0.592715,0.175219
0.0335978,0.0973037
0.426527,0.761342
0.744897,0.714506
0.0349094,0.488273
0.521893,0.894107
0.896605,0.988654
0.139914,0.0548141
0.562951,0.0509909
0.964244,0.281576
0.311056,0.227658
0.387624,0.983216
0.10914,0.854949
0.812824,0.348574
0.501923,0.783465
0.669091,0.513165
0.224366,0.957102
