seed_x,seed_y
0.0308928,0.555237
0.277893,0.470547
0.671079,0.949463
0.63313,0.693811
0.071485,0.212731
0.755175,0.524066
0.431131,0.0176114
0.860164,0.488632
0.807349,0.812344
0.506656,0.611551
0.465691,0.875531
0.759758,0.444784
0.849938,0.386686
0.903489,0.0416794
0.0850773,0.329478
0.326866,0.430462
0.968464,0.629458
0.579629,0.141659
0.925181,0.8704
0.881796,0.935932
0.577979,0.150452
0.198044,0.463387
0.692676,0.451641
0.0231892,0.0455145
0.391361,0.78464
0.508068,0.639876
0.897341,0.294386
0.0267212,0.21974
0.441988,0.312678
0.175615,0.689286
