seed_x,seed_y
0.0458672,0.547174
0.288435,0.481984
0.679548,0.940709
0.635202,0.682541
0.086198,0.205336
0.75226,0.517911
0.419873,0.0255174
0.859951,0.486984
0.801712,0.82174
0.509537,0.618488
0.459387,0.866229
0.750185,0.454202
0.842687,0.387834
0.896261,0.0447849
0.0838801,0.319668
0.329184,0.438157
0.975105,0.631436
0.565419,0.127013
0.915802,0.875871
0.882141,0.937671
0.567791,0.148228
0.20653,0.451604
0.698992,0.447686
0.0298838,0.0392337
0.391274,0.789258
0.498791,0.651607
0.895376,0.279607
0.0145365,0.23285
0.447269,0.317341
0.176749,0.695514
