seed_x,seed_y
0.789596,0.0822073
0.889328,0.62304
0.659786,0.260842
0.796163,0.197911
0.7679,0.370509
0.525818,0.0398341
0.461153,0.639548
0.843439,0.359014
0.36388,0.442755
0.733326,0.838157
0.0328595,0.143768
0.00671119,0.808966
0.279534,0.476973
0.334943,0.285983
0.00925491,0.4472
0.509192,0.963974
0.508048,0.785049
0.541736,0.981341
0.187383,0.698975
0.908889,0.926663
0.22481,0.0259002
0.865624,0.471242
0.806356,0.140513
0.549831,0.451671
0.384525,0.849293
0.223561,0.436534
0.74272,0.875679
0.936512,0.744135
0.857463,0.679457
0.264802,0.818004
