seed_x,seed_y
0.535031,0.283782
0.632807,0.855591
0.956219,0.654757
0.702902,0.314372
0.566823,0.0376975
0.657018,0.316831
0.0521067,0.28378
0.853006,0.43316
0.617561,0.865589
0.603663,0.845094
0.253477,0.562361
0.437479,0.761873
0.605824,0.425326
0.660169,0.146233
0.0447716,0.00574192
0.404896,0.689523
0.806876,0.696046
0.101223,0.35158
0.609428,0.94517
0.893391,0.994448
0.234998,0.0755727
0.483747,0.0667012
0.905299,0.31849
0.248573,0.169037
0.388435,0.940114
0.195729,0.964441
0.831169,0.21064
0.3882,0.661106
0.619798,0.469649
0.213784,0.898971
