seed_x,seed_y
0.63486,0.165525
0.780394,0.504858
0.572267,0.170388
0.817578,0.314372
0.615866,0.446933
0.49569,0.0254713
0.577487,0.721242
0.841242,0.341988
0.305628,0.345659
0.763101,0.766475
0.0979942,0.0476463
0.0928649,0.711641
0.204608,0.488833
0.260262,0.318074
0.0216259,0.548572
0.533143,0.88446
0.439428,0.805487
0.688574,0.830003
0.0904686,0.642442
0.912447,0.908703
0.330082,0.048883
0.953314,0.592997
0.741095,0.0996443
0.619008,0.516572
0.383627,0.801573
0.319428,0.315311
0.72241,0.969277
0.932451,0.608666
0.912038,0.727635
0.276518,0.753645
