seed_x,seed_y
0.784604,0.084895
0.885814,0.619227
0.656963,0.257924
0.796853,0.201668
0.762996,0.372974
0.524846,0.0377823
0.464905,0.642183
0.843368,0.358465
0.362001,0.439623
0.734287,0.835844
0.0349607,0.140667
0.00352031,0.805826
0.277117,0.477356
0.332534,0.287018
0.00965398,0.45047
0.509965,0.961409
0.505835,0.785709
0.546472,0.976459
0.184257,0.697152
0.909003,0.926083
0.228206,0.0266416
0.868452,0.47517
0.804251,0.139195
0.552062,0.453765
0.384496,0.847753
0.226654,0.432624
0.742065,0.880605
0.940574,0.739765
0.859223,0.681011
0.26518,0.815927
