seed_x,seed_y
0.699749,0.195089
0.748768,0.981397
0.94775,0.558466
0.725699,0.190398
0.728666,0.119051
0.624947,0.249121
0.0783757,0.370746
0.850667,0.415035
0.55555,0.76223
0.635359,0.9214
0.18414,0.460038
0.332181,0.865477
0.526064,0.437951
0.580669,0.180395
0.0316025,0.113654
0.43039,0.774167
0.733829,0.717802
0.0585929,0.512682
0.506262,0.884989
0.897179,0.985757
0.122935,0.0511072
0.577095,0.0706287
0.97477,0.274985
0.322214,0.238126
0.387479,0.990913
0.0936781,0.835397
0.809548,0.373205
0.522231,0.805315
0.677893,0.520936
0.226255,0.967482
