seed_x,seed_y
0.604911,0.246155
0.682002,0.908963
0.995744,0.613906
0.712574,0.261777
0.635484,0.0722112
0.643412,0.288106
0.00707413,0.320674
0.852014,0.425471
0.591253,0.82174
0.61711,0.877466
0.224061,0.518951
0.392807,0.805826
0.571987,0.430682
0.626442,0.160726
0.0391847,0.0515228
0.415711,0.725432
0.775886,0.705276
0.0349094,0.419926
0.565661,0.919639
0.894998,0.996765
0.187456,0.0651934
0.523349,0.0117151
0.934771,0.300033
0.279815,0.198347
0.38803,0.961665
0.152435,0.909695
0.821996,0.279607
0.445062,0.722285
0.644444,0.491407
0.219075,0.928036
