seed_x,seed_y
0.97428,0.0203909
0.977178,0.764095
0.764243,0.368804
0.770602,0.0589092
0.949361,0.279294
0.561776,0.115752
0.322302,0.542042
0.846061,0.379336
0.433408,0.558643
0.697789,0.923712
0.0475674,0.258493
0.124774,0.925127
0.368962,0.462818
0.424079,0.247681
0.00566332,0.326208
0.480607,0.940889
0.589949,0.760656
0.366478,0.830003
0.303055,0.766451
0.904641,0.948099
0.0991641,0.00291739
0.760961,0.325921
0.884247,0.189292
0.467264,0.374209
0.385596,0.906249
0.10914,0.58122
0.766962,0.693409
0.786234,0.905824
0.792325,0.621954
0.250819,0.894819
