seed_x,seed_y
0.73469,0.176276
0.773366,0.985209
0.927987,0.538041
0.730535,0.1641
0.762996,0.136308
0.618144,0.234758
0.104645,0.389193
0.850171,0.411191
0.542397,0.740305
0.642082,0.937586
0.169432,0.438333
0.309844,0.887453
0.509146,0.440629
0.563805,0.187641
0.0288091,0.136544
0.435798,0.792121
0.718334,0.722417
0.0917497,0.546855
0.484378,0.872223
0.897983,0.981702
0.0991641,0.0459175
0.596896,0.0981217
0.989506,0.265756
0.337835,0.252781
0.387277,0.995531
0.0720309,0.808024
0.804962,0.407689
0.550662,0.835905
0.690217,0.531815
0.2289,0.982015
